股票代码,中文名称,每股收益(元),每股经营现金流(元),每股公积金(元),每股未分配利润(元),流通股本(亿股),流通市值(亿元),_quarter,stock_id,_stock_name,_selected_time
688677.XSHG,海泰新光,0.69,0.19,7.84,4.7,0.53,58.78,2022-10-21,688677.XSHG,海泰新光,2024-01-25
688270.XSHG,臻镭科技,0.19,-0.05,16.61,1.04,0.25,26.24,2022-10-21,688270.XSHG,臻镭科技,2024-01-25
300832.XSHE,新产业,0.45,0.29,1.87,4.53,2.84,106.94,2022-10-21,300832.XSHE,新产业,2024-01-25
000798.XSHE,中水渔业,-0.0,-0.03,2.15,-0.64,3.19,29.8,2022-10-21,000798.XSHE,中水渔业,2024-01-25
688289.XSHG,圣湘生物,0.8,0.52,3.31,8.96,3.49,79.59,2022-10-21,688289.XSHG,圣湘生物,2024-01-25
300110.XSHE,华仁药业,0.04,0.06,0.45,0.58,11.81,45.57,2022-10-21,300110.XSHE,华仁药业,2024-01-25
300354.XSHE,东华测试,0.21,-0.05,0.84,1.81,0.8,25.19,2022-10-21,300354.XSHE,东华测试,2024-01-25
600111.XSHG,北方稀土,0.41,0.11,0.04,3.49,36.33,964.94,2022-10-21,600111.XSHG,北方稀土,2024-01-25
300796.XSHE,贝斯美,0.2,0.41,4.9,1.77,0.87,14.33,2022-10-21,300796.XSHE,贝斯美,2024-01-25
601728.XSHG,中国电信,0.07,0.56,0.74,2.03,195.9,750.31,2022-10-21,601728.XSHG,中国电信,2024-01-25
002311.XSHE,海大集团,0.71,2.32,3.16,5.84,16.58,999.65,2022-10-21,002311.XSHE,海大集团,2024-01-25
600987.XSHG,航民股份,0.16,0.04,0.01,3.94,8.91,62.12,2022-10-21,600987.XSHG,航民股份,2024-01-25
600063.XSHG,皖维高新,0.15,0.19,0.77,1.43,19.26,131.73,2022-10-21,600063.XSHG,皖维高新,2024-01-25
601952.XSHG,苏垦农发,0.19,0.49,1.41,1.7,13.78,158.47,2022-10-21,601952.XSHG,苏垦农发,2024-01-25
603668.XSHG,天马科技,0.21,0.24,2.17,1.65,4.05,75.17,2022-10-21,603668.XSHG,天马科技,2024-01-25
688195.XSHG,腾景科技,0.14,0.09,4.58,1.01,0.79,19.15,2022-10-21,688195.XSHG,腾景科技,2024-01-25
688697.XSHG,纽威数控,0.22,-0.24,1.72,1.27,0.78,10.19,2022-10-21,688697.XSHG,纽威数控,2024-01-25
301129.XSHE,瑞纳智能,0.21,-0.33,13.26,5.26,0.18,9.74,2022-10-21,301129.XSHE,瑞纳智能,2024-01-25
300801.XSHE,泰和科技,0.4,0.13,4.65,4.81,0.89,20.56,2022-10-21,300801.XSHE,泰和科技,2024-01-25
603000.XSHG,人民网,0.03,0.01,0.76,1.13,11.06,114.11,2022-10-21,603000.XSHG,人民网,2024-01-25
605133.XSHG,嵘泰股份,0.25,0.06,5.73,3.95,0.4,10.47,2022-10-21,605133.XSHG,嵘泰股份,2024-01-25
603129.XSHG,春风动力,1.76,6.28,16.21,9.25,1.5,201.85,2022-10-21,603129.XSHG,春风动力,2024-01-25
300887.XSHE,谱尼测试,0.31,1.21,6.35,4.33,0.62,21.55,2022-10-21,300887.XSHE,谱尼测试,2024-01-25
301089.XSHE,拓新药业,0.44,0.54,4.59,3.65,0.3,21.36,2022-10-21,301089.XSHE,拓新药业,2024-01-25
600528.XSHG,中铁工业,0.25,0.1,2.42,5.61,22.22,163.95,2022-10-21,600528.XSHG,中铁工业,2024-01-25
002702.XSHE,海欣食品,0.07,0.09,0.23,0.44,3.86,20.04,2022-10-21,002702.XSHE,海欣食品,2024-01-25
600941.XSHG,中国移动,1.32,3.76,-14.17,50.56,4.81,328.5,2022-10-21,600941.XSHG,中国移动,2024-01-25
600403.XSHG,大有能源,0.23,0.23,0.08,1.95,23.91,120.5,2022-10-21,600403.XSHG,大有能源,2024-01-25
001206.XSHE,依依股份,0.47,0.04,8.95,3.26,0.64,18.13,2022-10-21,001206.XSHE,依依股份,2024-01-25
000417.XSHE,合肥百货,0.12,0.47,0.4,2.82,7.79,32.49,2022-10-22,000417.XSHE,合肥百货,2024-01-25
600251.XSHG,冠农股份,0.0,0.74,0.51,2.04,7.77,67.83,2022-10-22,600251.XSHG,冠农股份,2024-01-25
600965.XSHG,福成股份,0.06,0.02,0.36,1.08,8.19,49.37,2022-10-22,600965.XSHG,福成股份,2024-01-25
301152.XSHE,天力锂能,0.36,-2.46,16.05,3.39,0.26,13.24,2022-10-22,301152.XSHE,天力锂能,2024-01-25
600436.XSHG,片仔癀,1.22,1.34,1.82,13.3,6.03,1609.65,2022-10-22,600436.XSHG,片仔癀,2024-01-25
605028.XSHG,世茂能源,0.31,0.3,3.39,2.16,0.4,6.55,2022-10-22,605028.XSHG,世茂能源,2024-01-25
601633.XSHG,长城汽车,0.28,-0.27,0.69,5.39,61.31,1704.54,2022-10-22,601633.XSHG,长城汽车,2024-01-25
000631.XSHE,顺发恒业,0.01,0.0,0.54,1.09,24.33,92.68,2022-10-22,000631.XSHE,顺发恒业,2024-01-25
300907.XSHE,康平科技,0.1,0.24,4.41,2.01,0.37,6.78,2022-10-22,300907.XSHE,康平科技,2024-01-25
002683.XSHE,广东宏大,0.19,0.27,4.25,2.17,6.56,172.44,2022-10-22,002683.XSHE,广东宏大,2024-01-25
300901.XSHE,中胤时尚,0.07,-0.27,1.83,1.48,1.22,10.79,2022-10-22,300901.XSHE,中胤时尚,2024-01-25
002443.XSHE,金洲管道,0.06,1.06,1.49,2.96,5.19,34.83,2022-10-22,002443.XSHE,金洲管道,2024-01-25
600862.XSHG,中航高科,0.14,-0.06,1.05,1.04,13.93,344.08,2022-10-22,600862.XSHG,中航高科,2024-01-25
300557.XSHE,理工光科,0.07,0.18,8.6,3.15,0.55,14.68,2022-10-22,300557.XSHE,理工光科,2024-01-25
300697.XSHE,电工合金,0.07,0.36,0.58,1.13,1.51,14.11,2022-10-22,300697.XSHE,电工合金,2024-01-25
301079.XSHE,邵阳液压,0.14,0.15,2.59,1.55,0.19,3.51,2022-10-22,301079.XSHE,邵阳液压,2024-01-25
603105.XSHG,芯能科技,0.16,0.3,1.43,0.9,5.0,61.15,2022-10-22,603105.XSHG,芯能科技,2024-01-25
300750.XSHE,宁德时代,3.86,2.99,36.22,20.53,19.81,7940.29,2022-10-22,300750.XSHE,宁德时代,2024-01-25
603298.XSHG,杭叉集团,0.34,0.12,0.84,4.34,8.66,107.52,2022-10-22,603298.XSHG,杭叉集团,2024-01-25
002518.XSHE,科士达,0.39,0.76,0.86,3.49,5.65,258.82,2022-10-22,002518.XSHE,科士达,2024-01-25
002028.XSHE,思源电气,0.41,0.46,0.35,8.9,5.94,226.87,2022-10-22,002028.XSHE,思源电气,2024-01-25
688597.XSHG,煜邦电力,0.18,0.15,2.13,1.37,1.21,19.06,2022-10-22,688597.XSHG,煜邦电力,2024-01-25
300610.XSHE,晨化股份,0.12,0.08,1.11,2.65,1.6,23.5,2022-10-22,300610.XSHE,晨化股份,2024-01-25
301167.XSHE,建研设计,0.27,0.75,6.91,2.67,0.2,4.71,2022-10-22,301167.XSHE,建研设计,2024-01-25
002136.XSHE,安纳达,0.34,0.17,1.63,2.21,2.14,27.46,2022-10-22,002136.XSHE,安纳达,2024-01-25
301256.XSHE,华融化学,0.08,0.45,1.83,0.47,1.2,9.44,2022-10-22,301256.XSHE,华融化学,2024-01-25
000753.XSHE,漳州发展,0.02,0.03,0.64,0.92,9.91,35.0,2022-10-22,000753.XSHE,漳州发展,2024-01-25
603337.XSHG,杰克股份,0.23,0.84,2.78,4.64,4.45,81.23,2022-10-22,603337.XSHG,杰克股份,2024-01-25
600674.XSHG,川投能源,0.31,0.05,1.0,3.34,44.07,530.22,2022-10-22,600674.XSHG,川投能源,2024-01-25
600176.XSHG,中国巨石,0.33,0.04,0.8,4.57,40.03,527.61,2022-10-22,600176.XSHG,中国巨石,2024-01-25
301205.XSHE,联特科技,0.39,0.11,15.43,2.63,0.18,6.93,2022-10-22,301205.XSHE,联特科技,2024-01-25
601168.XSHG,西部矿业,0.33,0.44,2.22,2.75,23.83,222.57,2022-10-22,601168.XSHG,西部矿业,2024-01-25
301059.XSHE,金三江,0.12,0.2,2.33,1.09,0.35,6.87,2022-10-22,301059.XSHE,金三江,2024-01-25
300774.XSHE,倍杰特,0.1,0.07,1.25,1.19,1.24,14.63,2022-10-22,300774.XSHE,倍杰特,2024-01-25
300634.XSHE,彩讯股份,0.14,0.09,2.09,1.67,4.16,52.91,2022-10-22,300634.XSHE,彩讯股份,2024-01-25
300507.XSHE,苏奥传感,0.03,0.07,0.18,0.86,5.49,32.05,2022-10-22,300507.XSHE,苏奥传感,2024-01-25
300261.XSHE,雅本化学,0.05,-0.04,0.71,0.73,9.5,98.18,2022-10-22,300261.XSHE,雅本化学,2024-01-25
000666.XSHE,经纬纺机,0.18,0.34,2.68,7.61,2.93,23.77,2022-10-22,000666.XSHE,经纬纺机,2024-01-25
300639.XSHE,凯普生物,1.16,0.77,2.61,6.75,4.32,77.4,2022-10-22,300639.XSHE,凯普生物,2024-01-25
600511.XSHG,国药股份,0.75,-0.31,3.11,13.18,5.53,137.84,2022-10-22,600511.XSHG,国药股份,2024-01-25
600761.XSHG,安徽合力,0.34,-0.29,0.42,5.91,7.4,73.13,2022-10-22,600761.XSHG,安徽合力,2024-01-25
600513.XSHG,联环药业,0.12,-0.01,0.93,2.1,2.85,25.01,2022-10-22,600513.XSHG,联环药业,2024-01-25
301025.XSHE,读客文化,0.04,-0.01,0.05,0.53,0.76,7.06,2022-10-22,301025.XSHE,读客文化,2024-01-25
300214.XSHE,日科化学,0.06,0.15,1.73,2.45,4.08,27.06,2022-10-22,300214.XSHE,日科化学,2024-01-25
300296.XSHE,利亚德,0.06,0.04,0.8,1.37,20.85,114.9,2022-10-22,300296.XSHE,利亚德,2024-01-25
600750.XSHG,江中药业,0.18,-0.04,0.65,4.36,6.24,89.94,2022-10-22,600750.XSHG,江中药业,2024-01-25
300595.XSHE,欧普康视,0.28,0.32,1.74,1.71,6.25,257.99,2022-10-22,300595.XSHE,欧普康视,2024-01-25
601899.XSHG,紫金矿业,0.15,0.24,0.96,1.95,204.95,1606.78,2022-10-22,601899.XSHG,紫金矿业,2024-01-25
300958.XSHE,建工修复,0.15,-0.73,2.91,3.37,0.77,13.22,2022-10-22,300958.XSHE,建工修复,2024-01-25
603663.XSHG,三祥新材,0.15,0.02,1.19,1.58,3.01,39.24,2022-10-22,603663.XSHG,三祥新材,2024-01-25
300638.XSHE,广和通,0.13,-0.05,0.78,1.6,4.07,73.44,2022-10-22,300638.XSHE,广和通,2024-01-25
002117.XSHE,东港股份,0.08,0.07,0.49,0.7,5.45,36.33,2022-10-22,002117.XSHE,东港股份,2024-01-25
300401.XSHE,花园生物,0.1,0.09,,3.48,5.42,90.99,2022-10-22,300401.XSHE,花园生物,2024-01-25
300289.XSHE,利德曼,0.02,0.02,1.2,1.09,4.18,23.86,2022-10-22,300289.XSHE,利德曼,2024-01-25
300327.XSHE,中颖电子,0.16,-0.3,0.91,2.14,3.38,112.55,2022-10-22,300327.XSHE,中颖电子,2024-01-25
002302.XSHE,西部建设,0.16,-0.42,2.22,3.72,12.62,87.23,2022-10-22,002302.XSHE,西部建设,2024-01-25
600976.XSHG,健民集团,0.83,0.1,1.98,7.75,1.52,59.16,2022-10-22,600976.XSHG,健民集团,2024-01-25
002661.XSHE,克明食品,0.14,-0.11,4.32,2.43,3.31,37.02,2022-10-22,002661.XSHE,克明食品,2024-01-25
600805.XSHG,悦达投资,0.18,0.02,0.33,2.99,8.5,37.33,2022-10-22,600805.XSHG,悦达投资,2024-01-25
300033.XSHE,同花顺,0.74,0.95,0.66,9.61,2.71,210.35,2022-10-22,300033.XSHE,同花顺,2024-01-25
603086.XSHG,先达股份,0.41,0.7,0.88,4.59,3.09,43.61,2022-10-22,603086.XSHG,先达股份,2024-01-25
000829.XSHE,天音控股,0.06,-2.66,0.34,1.15,10.24,91.05,2022-10-24,000829.XSHE,天音控股,2024-01-25
688139.XSHG,海尔生物,0.51,0.03,6.16,4.67,1.84,114.83,2022-10-24,688139.XSHG,海尔生物,2024-01-25
002476.XSHE,宝莫股份,0.03,0.06,0.29,0.05,6.12,31.52,2022-10-24,002476.XSHE,宝莫股份,2024-01-25
301095.XSHE,广立微,0.17,-0.21,13.83,0.59,0.4,41.88,2022-10-24,301095.XSHE,广立微,2024-01-25
001308.XSHE,康冠科技,0.87,0.05,4.54,4.81,0.55,21.43,2022-10-24,001308.XSHE,康冠科技,2024-01-25
688337.XSHG,普源精电,0.18,0.14,19.04,0.59,0.25,20.25,2022-10-24,688337.XSHG,普源精电,2024-01-25
000958.XSHE,电投产融,0.06,0.08,1.12,1.21,11.02,44.85,2022-10-24,000958.XSHE,电投产融,2024-01-25
003000.XSHE,劲仔食品,0.08,0.18,0.72,0.53,2.22,26.74,2022-10-24,003000.XSHE,劲仔食品,2024-01-25
301063.XSHE,海锅股份,0.39,0.44,6.22,4.14,0.41,9.15,2022-10-24,301063.XSHE,海锅股份,2024-01-25
688122.XSHG,西部超导,0.66,-0.38,8.02,2.93,4.64,496.02,2022-10-24,688122.XSHG,西部超导,2024-01-25
300494.XSHE,盛天网络,0.27,0.54,1.56,2.71,2.11,28.87,2022-10-24,300494.XSHE,盛天网络,2024-01-25
300681.XSHE,英搏尔,0.03,0.72,8.0,1.07,0.93,43.37,2022-10-24,300681.XSHE,英搏尔,2024-01-25
300481.XSHE,濮阳惠成,0.38,0.13,3.36,2.85,2.92,97.8,2022-10-24,300481.XSHE,濮阳惠成,2024-01-25
002192.XSHE,融捷股份,2.61,1.83,2.4,3.87,2.59,291.67,2022-10-24,002192.XSHE,融捷股份,2024-01-25
002966.XSHE,苏州银行,0.25,-3.66,2.86,3.24,35.42,236.26,2022-10-24,002966.XSHE,苏州银行,2024-01-25
688387.XSHG,信科移动,-0.03,-0.05,3.46,-2.35,5.63,28.86,2022-10-24,688387.XSHG,信科移动,2024-01-25
300929.XSHE,华骐环保,0.01,-0.31,2.62,2.46,0.95,11.14,2022-10-24,300929.XSHE,华骐环保,2024-01-25
688700.XSHG,东威科技,0.36,0.37,2.38,2.3,0.89,133.24,2022-10-24,688700.XSHG,东威科技,2024-01-25
301209.XSHE,联合化学,0.13,0.11,5.42,1.61,0.2,5.4,2022-10-24,301209.XSHE,联合化学,2024-01-25
688261.XSHG,东微半导,1.24,0.6,34.77,4.8,0.15,37.96,2022-10-24,688261.XSHG,东微半导,2024-01-25
600566.XSHG,济川药业,0.64,0.62,3.63,7.0,8.88,203.51,2022-10-24,600566.XSHG,济川药业,2024-01-25
300937.XSHE,药易购,0.1,0.13,4.97,2.0,0.41,10.07,2022-10-24,300937.XSHE,药易购,2024-01-25
300733.XSHE,西菱动力,0.03,0.21,4.42,2.34,1.22,28.71,2022-10-24,300733.XSHE,西菱动力,2024-01-25
300184.XSHE,力源信息,0.04,-0.08,2.11,-0.26,10.59,44.8,2022-10-24,300184.XSHE,力源信息,2024-01-25
002738.XSHE,中矿资源,1.59,0.78,5.69,7.23,4.23,389.1,2022-10-24,002738.XSHE,中矿资源,2024-01-25
300068.XSHE,南都电源,0.09,0.3,4.46,0.58,8.34,165.42,2022-10-24,300068.XSHE,南都电源,2024-01-25
300343.XSHE,联创股份,0.2,0.28,2.14,-1.55,9.3,103.66,2022-10-24,300343.XSHE,联创股份,2024-01-25
301107.XSHE,瑜欣电子,0.24,0.69,7.23,3.52,0.18,4.98,2022-10-24,301107.XSHE,瑜欣电子,2024-01-25
300627.XSHE,华测导航,0.16,0.21,1.87,1.42,4.34,131.59,2022-10-24,300627.XSHE,华测导航,2024-01-25
300780.XSHE,德恩精工,0.24,0.06,3.92,2.77,0.88,12.0,2022-10-24,300780.XSHE,德恩精工,2024-01-25
603993.XSHG,洛阳钼业,0.05,0.11,1.28,0.81,175.66,829.1,2022-10-24,603993.XSHG,洛阳钼业,2024-01-25
300211.XSHE,亿通科技,0.02,-0.09,0.16,0.46,2.97,21.06,2022-10-24,300211.XSHE,亿通科技,2024-01-25
002318.XSHE,久立特材,0.38,0.38,1.86,2.73,9.54,154.52,2022-10-24,002318.XSHE,久立特材,2024-01-25
002988.XSHE,豪美新材,-0.06,0.82,4.44,3.61,0.81,10.91,2022-10-24,002988.XSHE,豪美新材,2024-01-25
688800.XSHG,瑞可达,0.63,0.04,10.42,4.48,0.71,92.27,2022-10-24,688800.XSHG,瑞可达,2024-01-25
