datetime,open,close,high,low,volume,money
2023-03-29,3.19,3.19,3.23,3.16,240067355.0,768049624.0
2023-03-30,3.2,3.2,3.25,3.17,203244855.0,650020069.0
2023-03-31,3.19,3.19,3.22,3.18,163907109.0,523461861.0
2023-04-03,3.19,3.17,3.19,3.16,185291262.0,587196841.0
2023-04-04,3.18,3.23,3.23,3.16,251889150.0,806629277.0
2023-04-06,3.22,3.24,3.26,3.21,154169618.0,499347926.0
2023-04-07,3.24,3.23,3.25,3.21,125708175.0,405827065.0
2023-04-10,3.23,3.23,3.25,3.21,159881965.0,517364659.0
2023-04-11,3.24,3.26,3.26,3.22,203078764.0,658610513.0
2023-04-12,3.26,3.29,3.33,3.25,294169533.0,970973344.0
2023-04-13,3.29,3.34,3.35,3.28,230775552.0,765046048.0
2023-04-14,3.34,3.31,3.35,3.3,167582779.0,555030997.0
2023-04-17,3.31,3.37,3.37,3.3,300002097.0,1003303320.0
2023-04-18,3.37,3.39,3.43,3.36,291892147.0,990258799.0
2023-04-19,3.39,3.4,3.43,3.37,230389300.0,784313400.0
2023-04-20,3.39,3.39,3.43,3.36,243340337.0,824103069.0
2023-04-21,3.38,3.37,3.44,3.36,302373232.0,1027665986.0
2023-04-24,3.37,3.41,3.45,3.36,331005802.0,1129540003.0
2023-04-25,3.43,3.46,3.5,3.42,355834064.0,1232648754.0
2023-04-26,3.46,3.45,3.48,3.37,325314943.0,1112093927.0
2023-04-27,3.45,3.46,3.47,3.4,197498173.0,679827759.0
2023-04-28,3.45,3.46,3.48,3.42,240572378.0,829750349.0
2023-05-04,3.44,3.71,3.74,3.44,669672764.0,2427606078.0
2023-05-05,3.7,3.84,3.94,3.7,705956393.0,2711914066.0
2023-05-08,3.85,4.23,4.23,3.84,998967333.0,4109075170.0
2023-05-09,4.38,4.3,4.5,4.17,1390575172.0,5986730011.0
2023-05-10,4.19,4.06,4.24,4.0,1144198351.0,4670414768.0
2023-05-11,4.01,3.92,4.06,3.89,832210129.0,3295854042.0
2023-05-12,3.91,3.92,3.96,3.86,563742293.0,2208027496.0
2023-05-15,3.86,3.94,3.96,3.76,749676008.0,2886385623.0
2023-05-16,3.91,3.95,4.07,3.89,711782047.0,2839012820.0
