datetime,open,close,high,low,volume,money
2023-01-03,36.58,36.17,36.62,35.71,12042563.0,434581428.0
2023-01-04,36.45,37.19,37.24,35.89,13246852.0,487941205.0
2023-01-05,37.19,37.38,37.94,36.99,17076700.0,641240888.0
2023-01-06,37.36,36.5,37.43,36.45,10158054.0,372431724.0
2023-01-09,36.77,36.73,36.86,36.17,9934370.0,363263848.0
2023-01-10,36.75,35.88,36.75,35.73,15224960.0,548088147.0
2023-01-11,35.97,36.46,37.0,35.9,12994305.0,474254912.0
2023-01-12,36.72,36.58,36.72,36.05,10255135.0,372993777.0
2023-01-13,36.52,37.5,37.55,36.13,12188702.0,452415958.0
2023-01-16,37.49,36.89,37.84,36.81,19331785.0,722504344.0
2023-01-17,36.89,35.58,36.89,34.91,26106415.0,926264036.0
2023-01-18,35.4,35.68,35.79,35.19,13315600.0,473061265.0
2023-01-19,35.48,35.47,35.78,35.05,14845993.0,523727852.0
2023-01-20,35.66,35.58,35.95,35.23,13177336.0,468082625.0
2023-01-30,36.31,34.3,36.34,34.11,24374132.0,843958273.0
2023-01-31,34.36,33.55,34.72,33.47,20084303.0,680507452.0
2023-02-01,33.63,33.45,33.77,32.87,25049895.0,830154586.0
2023-02-02,33.39,33.4,33.59,32.87,20604167.0,686049596.0
2023-02-03,33.36,33.03,33.36,32.67,16002611.0,526803722.0
2023-02-06,32.6,33.01,33.02,32.32,19040050.0,622953324.0
2023-02-07,33.1,33.21,33.59,32.9,22632820.0,753780460.0
2023-02-08,33.16,32.93,33.49,32.8,10202994.0,337170410.0
2023-02-09,32.83,33.69,33.79,32.83,18443378.0,616968181.0
2023-02-10,33.65,33.74,33.81,33.37,9249290.0,310566297.0
2023-02-13,33.64,34.1,34.46,32.82,22402932.0,759699532.0
2023-02-14,34.11,34.72,34.72,33.82,14201939.0,488488349.0
2023-02-15,34.54,34.26,34.94,33.95,12034060.0,412498599.0
2023-02-16,34.1,33.92,34.87,33.77,12834435.0,441396827.0
2023-02-17,33.52,33.92,34.77,33.52,13565678.0,466044267.0
2023-02-20,33.96,35.66,35.74,33.92,21573060.0,757551175.0
2023-02-21,35.68,35.63,35.73,35.19,8615070.0,305151150.0
2023-02-22,35.46,35.33,35.58,35.1,9626594.0,339926343.0
2023-02-23,35.1,35.32,35.93,35.1,9495243.0,337364020.0
2023-02-24,35.44,35.02,35.46,34.88,11403323.0,400171017.0
2023-02-27,35.02,35.18,35.41,34.73,6245343.0,219082991.0
2023-02-28,35.09,35.25,35.39,34.89,10735749.0,377312750.0
2023-03-01,35.28,36.57,36.6,35.17,18151803.0,656374911.0
2023-03-02,36.19,36.48,36.61,36.17,6979857.0,253857497.0
2023-03-03,36.48,36.35,37.06,36.15,9420221.0,343969896.0
2023-03-06,36.17,35.51,36.27,35.1,16291272.0,578163636.0
2023-03-07,35.41,34.98,36.15,34.9,11161266.0,396387170.0
2023-03-08,34.91,34.59,34.94,34.17,13550771.0,466876885.0
2023-03-09,34.74,34.55,34.83,34.01,8444327.0,291329005.0
2023-03-10,34.18,34.21,34.79,34.15,8385667.0,288755403.0
2023-03-13,34.3,34.81,34.87,34.13,8150607.0,281913414.0
2023-03-14,34.6,33.47,34.6,33.2,15227093.0,511520826.0
2023-03-15,33.71,33.83,34.04,33.54,7691976.0,260206140.0
2023-03-16,33.61,33.23,33.75,33.2,8359441.0,279267518.0
2023-03-17,33.56,33.91,34.88,33.39,16095410.0,551884944.0
2023-03-20,33.83,33.83,34.79,33.63,15512277.0,531367898.0
2023-03-21,33.84,33.75,34.45,33.44,12600906.0,426048707.0
2023-03-22,33.83,33.41,34.05,33.33,9209365.0,309635791.0
2023-03-23,33.46,33.97,34.13,32.95,9965215.0,334963172.0
2023-03-24,33.93,33.28,33.93,33.19,10884386.0,363706650.0
2023-03-27,33.29,33.91,34.1,32.43,22461576.0,749228567.0
2023-03-28,33.76,33.32,33.96,33.22,13001710.0,435869284.0
2023-03-29,33.64,33.52,33.74,32.85,15137489.0,505650979.0
2023-03-30,33.05,32.42,33.29,31.55,23387897.0,755489777.0
2023-03-31,32.36,32.81,33.36,32.26,15645372.0,515772648.0
2023-04-03,32.71,33.16,33.44,32.71,9738007.0,321615744.0
2023-04-04,33.21,33.22,33.55,32.84,13543965.0,448409101.0
2023-04-06,33.09,32.8,33.18,32.55,12441007.0,408142435.0
2023-04-07,32.81,33.11,33.46,32.63,6971558.0,230829545.0
2023-04-10,33.1,33.47,33.85,32.8,9651787.0,322801359.0
2023-04-11,33.41,32.93,33.6,32.77,10250499.0,339201285.0
2023-04-12,33.04,33.19,33.96,32.82,13074614.0,438286254.0
2023-04-13,33.02,33.24,33.61,32.97,9708172.0,322529896.0
2023-04-14,33.33,33.23,33.58,32.93,7688137.0,255734923.0
2023-04-17,33.15,34.69,34.7,32.81,22113681.0,753341317.0
2023-04-18,34.62,36.47,36.88,34.5,39327331.0,1432678440.0
2023-04-19,36.32,36.2,36.96,36.03,16816014.0,613873780.0
2023-04-20,36.19,36.45,36.85,35.55,16265418.0,589193351.0
2023-04-21,36.42,35.43,36.44,35.28,15765233.0,562843908.0
2023-04-24,35.63,35.74,36.71,35.6,15144658.0,545305848.0
2023-04-25,35.76,36.36,36.59,35.63,13836384.0,501709232.0
2023-04-26,36.07,35.62,36.18,34.84,16277726.0,578613546.0
2023-04-27,35.69,37.92,38.17,35.69,33154007.0,1241460008.0
2023-04-28,37.45,38.44,39.4,37.34,32036620.0,1234051904.0
2023-05-04,37.99,39.58,39.89,37.01,27750718.0,1091033504.0
2023-05-05,39.42,38.39,39.89,38.08,17524588.0,677249928.0
2023-05-08,38.24,39.09,39.82,38.14,20425176.0,799686634.0
2023-05-09,39.09,37.93,39.65,37.75,21844439.0,842420039.0
2023-05-10,37.88,37.45,37.89,36.98,17827310.0,665950873.0
2023-05-11,37.6,38.39,39.17,37.21,16230758.0,623664398.0
2023-05-12,38.27,38.62,39.42,37.61,18824864.0,731198497.0
2023-05-15,38.62,42.13,42.38,37.73,30878557.0,1247831585.0
2023-05-16,41.58,40.6,41.58,39.93,27318962.0,1109453474.0
