datetime,open,close,high,low,volume,money
2023-03-02,4.61,4.7,4.76,4.59,216574335.0,1018299311.0
2023-03-03,4.71,4.87,4.92,4.7,378359432.0,1831272011.0
2023-03-06,4.9,4.95,4.98,4.87,250237807.0,1232607491.0
2023-03-07,4.95,5.1,5.29,4.95,516321480.0,2666890068.0
2023-03-08,5.02,5.15,5.18,4.96,303984252.0,1551628130.0
2023-03-09,5.15,5.15,5.29,5.13,254575951.0,1320743581.0
2023-03-10,5.11,5.05,5.17,5.02,229600790.0,1169450928.0
2023-03-13,5.05,5.36,5.39,5.05,415058070.0,2184744238.0
2023-03-14,5.33,5.35,5.44,5.29,290086216.0,1554089763.0
2023-03-15,5.34,5.36,5.41,5.21,266426706.0,1416526912.0
2023-03-16,5.31,5.29,5.37,5.26,199283400.0,1057138020.0
2023-03-17,5.32,5.51,5.6,5.31,362532792.0,1987706142.0
2023-03-20,5.51,5.49,5.75,5.44,397167987.0,2217560344.0
2023-03-21,5.5,5.4,5.54,5.31,263666467.0,1420217826.0
2023-03-22,5.41,5.47,5.53,5.38,187234268.0,1021766797.0
2023-03-23,5.46,5.53,5.54,5.43,150174255.0,824920244.0
2023-03-24,5.51,5.35,5.51,5.32,290386030.0,1558075097.0
2023-03-27,5.19,5.19,5.26,5.05,446316167.0,2301272134.0
2023-03-28,5.29,5.39,5.45,5.29,371270743.0,1996352423.0
2023-03-29,5.43,5.31,5.43,5.28,194111934.0,1033655971.0
2023-03-30,5.32,5.43,5.52,5.3,212761606.0,1153906251.0
2023-03-31,5.43,5.45,5.48,5.36,155516864.0,844231761.0
2023-04-03,5.53,5.39,5.6,5.35,242415004.0,1325367248.0
2023-04-04,5.42,5.62,5.65,5.36,303646682.0,1683825206.0
2023-04-06,5.6,5.64,5.66,5.52,172476509.0,965511368.0
2023-04-07,5.64,5.54,5.64,5.48,192293637.0,1064126753.0
2023-04-10,5.55,5.71,5.78,5.54,259458636.0,1472575904.0
2023-04-11,5.68,5.82,5.83,5.65,261495417.0,1510460310.0
2023-04-12,5.86,5.97,6.05,5.85,266873292.0,1590793498.0
2023-04-13,6.01,5.89,6.14,5.87,306965653.0,1836673458.0
2023-04-14,5.92,5.92,5.98,5.84,158398033.0,936025782.0
2023-04-17,5.9,6.16,6.18,5.87,325828603.0,1984096005.0
2023-04-18,6.14,6.14,6.16,6.03,165448305.0,1009293060.0
2023-04-19,6.11,6.09,6.21,6.07,142773416.0,873658643.0
2023-04-20,6.06,6.15,6.18,6.01,200826243.0,1224457786.0
2023-04-21,6.14,6.06,6.28,6.04,205050805.0,1257432520.0
2023-04-24,6.11,6.13,6.25,6.07,294903106.0,1816300852.0
2023-04-25,6.16,6.33,6.37,6.14,311180191.0,1964011809.0
2023-04-26,6.28,6.31,6.35,6.19,238713535.0,1500496672.0
2023-04-27,6.24,6.39,6.45,6.2,182633200.0,1159454605.0
2023-04-28,6.34,6.51,6.54,6.25,231393907.0,1482971033.0
2023-05-04,6.36,6.51,6.56,6.21,233720272.0,1495823591.0
2023-05-05,6.49,6.39,6.53,6.3,186841056.0,1196740095.0
2023-05-08,6.42,6.68,6.72,6.42,243768843.0,1611727475.0
2023-05-09,6.67,6.61,6.78,6.59,236354587.0,1579906027.0
2023-05-10,6.61,6.28,6.61,6.18,374966830.0,2370024067.0
2023-05-11,6.27,6.14,6.3,6.12,209171137.0,1295530352.0
2023-05-12,6.14,6.15,6.28,6.03,202053109.0,1250041197.0
2023-05-15,6.14,6.19,6.2,6.0,197335628.0,1202573363.0
2023-05-16,6.2,6.22,6.37,6.15,150881742.0,942849995.0
