datetime,open,close,high,low,volume,money
2023-03-10,2.82,2.8,2.83,2.8,363842516.0,1023816042.0
2023-03-13,2.8,2.83,2.83,2.79,296844357.0,834695884.0
2023-03-14,2.82,2.83,2.85,2.81,302037570.0,854900545.0
2023-03-15,2.84,2.86,2.86,2.83,370192222.0,1054554042.0
2023-03-16,2.85,2.88,2.92,2.85,719957696.0,2082029866.0
2023-03-17,2.89,2.89,2.92,2.87,536405346.0,1553999211.0
2023-03-20,2.89,2.91,2.94,2.89,593580541.0,1735218903.0
2023-03-21,2.92,2.86,2.94,2.86,476454531.0,1374486652.0
2023-03-22,2.87,2.9,2.9,2.86,312577370.0,903031349.0
2023-03-23,2.89,2.91,2.91,2.88,276230508.0,801215454.0
2023-03-24,2.9,2.86,2.9,2.86,312864846.0,900157336.0
2023-03-27,2.86,2.86,2.89,2.84,462644514.0,1322524448.0
2023-03-28,2.86,2.9,2.9,2.86,296817406.0,856846036.0
2023-03-29,2.89,2.91,2.93,2.89,382566053.0,1114497880.0
2023-03-30,2.92,2.9,2.94,2.89,281344613.0,818427374.0
2023-03-31,2.92,2.92,2.94,2.91,318998154.0,932554031.0
2023-04-03,2.92,2.91,2.93,2.89,390708136.0,1135401956.0
2023-04-04,2.91,2.96,2.96,2.9,454288431.0,1332738749.0
2023-04-06,2.96,2.99,3.0,2.95,445394213.0,1327677953.0
2023-04-07,3.0,2.98,3.0,2.96,265167534.0,788097113.0
2023-04-10,2.98,2.98,3.0,2.95,376331391.0,1118639745.0
2023-04-11,2.98,3.01,3.01,2.97,379781310.0,1138864460.0
2023-04-12,3.01,3.03,3.06,3.01,438310726.0,1330442644.0
2023-04-13,3.03,3.04,3.06,3.02,299987728.0,913971583.0
2023-04-14,3.05,3.03,3.06,3.03,223477055.0,679849631.0
2023-04-17,3.02,3.1,3.1,3.01,451624371.0,1384073546.0
2023-04-18,3.1,3.15,3.17,3.09,550613158.0,1728311882.0
2023-04-19,3.16,3.17,3.19,3.14,493083412.0,1560777115.0
2023-04-20,3.17,3.17,3.19,3.12,472938969.0,1489634770.0
2023-04-21,3.17,3.13,3.2,3.13,496128122.0,1570885160.0
2023-04-24,3.14,3.16,3.17,3.13,491929536.0,1552568739.0
2023-04-25,3.15,3.21,3.23,3.15,663944256.0,2122710749.0
2023-04-26,3.21,3.18,3.21,3.13,714348163.0,2262418204.0
2023-04-27,3.18,3.21,3.23,3.17,484823581.0,1553766738.0
2023-04-28,3.2,3.21,3.23,3.18,416294929.0,1336343715.0
2023-05-04,3.2,3.36,3.38,3.19,796747106.0,2634857143.0
2023-05-05,3.37,3.4,3.48,3.36,757996817.0,2592118181.0
2023-05-08,3.42,3.65,3.69,3.4,1256191434.0,4488097555.0
2023-05-09,3.68,3.6,3.73,3.56,1189425499.0,4318860344.0
2023-05-10,3.57,3.39,3.58,3.36,1246580284.0,4288929214.0
2023-05-11,3.38,3.37,3.42,3.33,579245642.0,1954602330.0
2023-05-12,3.35,3.34,3.39,3.32,487782023.0,1635370951.0
2023-05-15,3.33,3.36,3.37,3.2,1067589203.0,3497048121.0
2023-05-16,3.35,3.38,3.45,3.34,702031632.0,2390572266.0
