datetime,open,close,high,low,volume,money
2023-01-03,6.42,6.5,6.52,6.4,11475000.0,74499181.0
2023-01-04,6.5,6.46,6.54,6.45,8893803.0,57696744.0
2023-01-05,6.51,6.41,6.52,6.38,15056785.0,97179617.0
2023-01-06,6.42,6.47,6.53,6.41,13549888.0,87921720.0
2023-01-09,6.49,6.59,6.69,6.49,12998796.0,85697351.0
2023-01-10,6.6,6.46,6.6,6.43,11576507.0,75162840.0
2023-01-11,6.48,6.44,6.52,6.43,9077641.0,58735746.0
2023-01-12,6.45,6.38,6.48,6.29,14928868.0,94894307.0
2023-01-13,6.34,6.36,6.41,6.32,8024289.0,51027166.0
2023-01-16,6.35,6.42,6.45,6.35,10765600.0,68990672.0
2023-01-17,6.43,6.43,6.45,6.38,6006747.0,38524086.0
2023-01-18,6.43,6.42,6.47,6.4,10353770.0,66675075.0
2023-01-19,6.4,6.42,6.44,6.38,11237016.0,72009807.0
2023-01-20,6.41,6.58,6.58,6.4,19142506.0,124592499.0
2023-01-30,6.66,6.58,6.71,6.58,23566042.0,156247792.0
2023-01-31,6.55,6.6,6.62,6.52,16649613.0,109499204.0
2023-02-01,6.61,6.79,6.82,6.61,27163945.0,183205153.0
2023-02-02,6.83,6.9,7.03,6.81,30479402.0,210941516.0
2023-02-03,6.89,6.81,6.89,6.73,19315173.0,131198423.0
2023-02-06,6.8,6.73,6.8,6.69,13147317.0,88385302.0
2023-02-07,6.75,6.76,6.78,6.72,9550175.0,64555836.0
2023-02-08,6.8,6.74,6.85,6.74,9188576.0,62370781.0
2023-02-09,6.72,6.79,6.81,6.72,8895513.0,60299587.0
2023-02-10,6.79,6.76,6.81,6.71,9404868.0,63521514.0
2023-02-13,6.78,6.8,6.82,6.73,14076150.0,95632018.0
2023-02-14,6.84,6.98,6.98,6.79,25670908.0,177914562.0
2023-02-15,7.02,6.99,7.08,6.94,20004175.0,140070436.0
2023-02-16,6.96,6.77,6.99,6.71,19345831.0,132839789.0
2023-02-17,6.77,6.84,6.9,6.76,19070878.0,130615406.0
2023-02-20,6.85,7.04,7.07,6.84,33308889.0,232104720.0
2023-02-21,7.06,7.11,7.19,7.05,26140783.0,186127423.0
2023-02-22,7.07,7.07,7.13,7.03,11925564.0,84495555.0
2023-02-23,7.12,7.02,7.12,6.95,13421107.0,94160760.0
2023-02-24,6.99,7.01,7.05,6.91,15751786.0,109998939.0
2023-02-27,6.93,6.98,7.03,6.92,13056539.0,91086671.0
2023-02-28,6.97,6.95,7.0,6.86,10723354.0,74262520.0
2023-03-01,6.93,6.96,6.96,6.91,11577446.0,80286404.0
2023-03-02,6.93,6.91,6.96,6.89,12683153.0,87772559.0
2023-03-03,6.93,6.9,6.96,6.86,11526305.0,79562978.0
2023-03-06,6.87,6.81,6.91,6.77,16663992.0,113753940.0
2023-03-07,6.83,6.74,6.89,6.72,14246332.0,97131018.0
2023-03-08,6.71,6.71,6.75,6.66,14471531.0,96889930.0
2023-03-09,6.71,6.75,6.79,6.69,9294363.0,62658363.0
2023-03-10,6.75,6.59,6.75,6.59,15638663.0,103837445.0
2023-03-13,6.58,6.52,6.62,6.48,15149803.0,98966696.0
2023-03-14,6.53,6.43,6.57,6.41,12066542.0,78025920.0
2023-03-15,6.47,6.48,6.54,6.46,10238815.0,66527370.0
2023-03-16,6.45,6.38,6.52,6.36,12524980.0,80527639.0
2023-03-17,6.4,6.38,6.49,6.38,13174791.0,84755482.0
2023-03-20,6.4,6.37,6.45,6.35,10146264.0,64851353.0
2023-03-21,6.37,6.41,6.43,6.37,9895941.0,63369490.0
2023-03-22,6.43,6.44,6.48,6.41,10089299.0,64978567.0
2023-03-23,6.44,6.43,6.44,6.38,8765195.0,56255326.0
2023-03-24,6.44,6.42,6.47,6.4,10245893.0,65905210.0
2023-03-27,6.42,6.34,6.43,6.33,11159857.0,70909293.0
2023-03-28,6.36,6.32,6.41,6.3,11633539.0,73744300.0
2023-03-29,6.3,6.23,6.33,6.22,12185890.0,76235198.0
2023-03-30,6.24,6.25,6.27,6.17,8134320.0,50572651.0
2023-03-31,6.28,6.4,6.4,6.25,12796317.0,81487407.0
2023-04-03,6.4,6.42,6.44,6.35,11373599.0,72801680.0
2023-04-04,6.41,6.34,6.41,6.31,10301187.0,65417464.0
2023-04-06,6.34,6.3,6.35,6.28,7366382.0,46445311.0
2023-04-07,6.3,6.32,6.36,6.29,7897788.0,49889124.0
2023-04-10,6.33,6.34,6.39,6.3,10537922.0,66852682.0
2023-04-11,6.32,6.32,6.33,6.26,10440681.0,65692600.0
2023-04-12,6.32,6.33,6.38,6.3,9589710.0,60723804.0
2023-04-13,6.34,6.31,6.34,6.26,9843358.0,61885113.0
2023-04-14,6.32,6.22,6.32,6.22,15144217.0,94557470.0
2023-04-17,6.21,6.32,6.34,6.2,16936655.0,106544553.0
2023-04-18,6.32,6.32,6.35,6.3,10350790.0,65352037.0
2023-04-19,6.32,6.21,6.33,6.2,12472932.0,77829869.0
2023-04-20,6.22,6.09,6.25,6.08,14561256.0,89213392.0
2023-04-21,6.1,5.93,6.1,5.93,16061032.0,96253754.0
2023-04-24,5.94,5.85,5.96,5.84,13397282.0,78922334.0
2023-04-25,5.89,5.74,5.9,5.67,15276714.0,88055042.0
2023-04-26,5.79,5.84,5.87,5.71,14749963.0,85755107.0
2023-04-27,5.84,5.78,5.85,5.74,13268496.0,76683893.0
2023-04-28,5.63,5.62,5.66,5.52,35579442.0,198370844.0
2023-05-04,5.63,5.56,5.63,5.52,25797334.0,143657709.0
2023-05-05,5.53,5.53,5.59,5.43,23612795.0,129707543.0
2023-05-08,5.53,5.71,5.77,5.52,34810020.0,198171194.0
2023-05-09,5.7,5.6,5.71,5.58,26757957.0,150913315.0
2023-05-10,5.59,5.56,5.63,5.53,13953948.0,77633493.0
2023-05-11,5.57,5.58,5.59,5.53,8248884.0,45844525.0
2023-05-12,5.57,5.5,5.57,5.49,10737078.0,59259032.0
2023-05-15,5.5,5.53,5.53,5.45,12789836.0,70084560.0
2023-05-16,5.51,5.5,5.53,5.48,8271821.0,45513835.0
